rmse,chroma_allPitches,tonnetz_allDims,spectral_centroid,genre
0.21566187,0.4335403,0.0295553565547084,3151.406048473924,0
0.19603845,0.38697228,0.0271649452329079,3206.647958650542,0
0.25978214,0.42355037,-0.016265835996128,3669.8104669349937,0
0.21573293,0.43340746,0.0288671995230909,3151.3426231432663,0
0.14656842,0.38881102,-0.0244701840275199,3488.8979434426483,0
0.093941845,0.37445438,0.0783651508008102,2125.3878140504357,0
0.32924145,0.51852125,-0.0007522699761075,3672.8534760255566,0
0.12607248,0.3166634,0.0265873647943904,1826.4363763192464,0
0.09786053,0.42676923,-0.0125751552494191,4225.461048803119,0
0.19402906,0.35319173,0.0583458047976295,3603.8169001578863,0
0.16415471,0.38583064,0.0135756317770379,2679.229420480153,0
0.25418848,0.47351146,-0.0246684254165094,2702.9067309440616,0
0.17923316,0.40905848,0.0137440950087513,3263.258088175465,0
0.23100165,0.44521752,-0.0003428761325594,4036.598130091535,0
0.19562605,0.33496165,0.0473606233987279,2525.591958741718,0
0.25651452,0.39462185,0.0187716031394099,2944.4147300745813,0
0.19133395,0.44719937,0.0185502873315161,3889.142797928619,0
0.1985883,0.3329856,-0.0326596727386137,2806.8735131504363,0
0.17207895,0.27737978,0.012704851659614,2638.9450717614895,0
0.21508695,0.41781053,0.0014660953132982,3214.0196781876043,0
0.17301951,0.3561689,0.0353374989578914,2150.0303330246825,0
0.22344695,0.3795776,-0.0149324634164196,3001.399838354504,0
0.19529577,0.4438905,0.0365513052867803,2516.390402631999,0
0.24525866,0.47552854,-0.0370909092708526,3543.32110100659,0
0.15790229,0.37761196,0.004931274058988,2682.2841411936142,0
0.24084239,0.45196876,0.0226198343014842,3237.8331640737974,0
0.24325845,0.3543642,0.0039805073718258,2844.938006939507,0
0.30359313,0.36581385,0.0254314729664985,3047.49275477347,0
0.32138827,0.5228801,-0.000488936374039,3663.396966791055,0
0.12934098,0.40990362,0.0612983323030797,1837.4928261899656,0
0.09214439,0.3699757,0.0251164221939255,2246.5077749351376,0
0.21067925,0.39335328,0.0225792038766923,3758.780588956461,0
0.23431744,0.48068455,-0.0094357333901021,2568.4472433296255,0
0.20334217,0.41511118,-0.0016223648020912,2838.512094103497,0
0.14306945,0.43535957,-0.0472704668400894,2789.3877173532187,0
0.08430226,0.25170586,-0.0131558537831767,1967.744331977565,0
0.24992587,0.47322983,0.0016378313593753,3682.741434796903,0
0.39773378,0.32983235,0.002308213779515,2467.9251574059203,0
0.13989581,0.4230361,0.0319706320682483,2835.1193750729913,0
0.26519835,0.42457318,-0.0204966008653634,3694.9173919656873,0
0.19454771,0.3494472,0.0113296104352493,2945.9657787254996,0
0.037541915,0.35192028,-0.0126386398299871,1995.186312712328,0
0.21548757,0.49693635,0.0041577963150309,2327.3042886281555,0
0.22168663,0.40066114,-0.0066604345734245,3267.7669115148387,0
0.20743433,0.4100085,0.0031352904897369,3433.985232759774,0
0.14742191,0.32277596,-0.0742499926837184,1988.190130588844,0
0.25176802,0.47559872,0.0015742776138884,3728.389159013531,0
0.19541577,0.40371543,-0.0298880564846794,2884.916266089355,0
0.21086526,0.37659606,0.0212726957842672,3131.3254321239874,0
0.15650387,0.46497998,0.0199583902310088,4052.736284531415,0
0.16735059,0.3399333,-0.0265013604382491,2939.0735056773756,0
0.15963759,0.454658,-0.0098367876995508,3279.531912828242,0
0.23409334,0.35469094,-0.0293910428095656,2988.487255730714,0
0.22339483,0.45499542,-0.0011025994921318,3123.1590150815546,0
0.245588,0.40741667,-0.0147745318008964,3262.988838704247,0
0.27967092,0.3840544,0.0220926878454827,3934.676108722786,0
0.23481187,0.43138164,-0.0088155105612531,3510.5451859317413,0
0.21295623,0.3991621,0.029414428762398,3633.161730198139,0
0.22049896,0.4370141,-0.0097126085712043,3400.226425903773,0
0.13809818,0.3604772,-0.0031068601939814,2765.1075887034285,0
0.08331509,0.28234515,-0.0090815055303033,2053.421991406216,0
0.18395777,0.378008,0.0009385927749496,1900.3844542030547,0
0.20741427,0.41110682,-0.010129469876652,3301.0929851622573,0
0.18559822,0.40934092,-0.0160899895594048,3644.718270129949,0
0.13245592,0.3876648,0.0131778149945745,3593.770316589631,0
0.25110945,0.33992353,-0.0078218886741356,3126.5703488042013,0
0.13344808,0.3459126,0.0029421998535065,2519.345523615794,0
0.18751961,0.3409636,0.0168934614225671,3141.5753946328723,0
0.18578337,0.3896536,0.0198605300790711,3422.0718638850176,0
0.21315025,0.44702187,0.0054656660551302,4157.9880015154895,0
0.19133395,0.44719937,0.0185502873315161,3889.142797928619,0
0.24800573,0.41232684,0.0115073680655271,3486.442168970654,0
0.20792219,0.46200803,-0.0034758837476672,3169.1342473591576,0
0.078025505,0.4259999,0.0078569813040164,1997.915262326416,0
0.2022344,0.4128149,-0.0018958885293909,2843.350642092025,0
0.24072388,0.43306988,-0.0063655926555187,3941.4176965620686,0
0.21107702,0.38440335,0.0174806581217567,2753.2347229442976,0
0.22702415,0.48741004,0.004739917232348,3270.0808829467123,0
0.20309304,0.3576304,-0.036894178395175,3070.67274061992,0
0.22074887,0.455698,0.0177854116905343,2949.6800642835224,0
0.16773868,0.43733516,0.0105378598315538,3142.6674701457778,0
0.19351788,0.5045263,0.0168557532354687,3501.766517900576,0
0.14295633,0.2981575,-0.0119466807653591,2489.4473576233404,0
0.1960698,0.38674167,0.0270819947625097,3207.6174705599383,0
0.22269987,0.4561922,0.0148884895688501,3145.363681067722,0
0.27340764,0.39028412,0.0471312951372305,3497.7204060983595,0
0.13958415,0.32321796,-0.0439712206209088,2290.140212581673,0
0.24572903,0.41551125,0.0240460136970892,3259.3511186288288,0
0.1983218,0.36610875,-0.0374581834671237,3110.898195801066,0
0.27340764,0.39028412,0.0471312951372305,3497.7204060983595,0
0.1992373,0.29227325,0.0089765258980069,1962.1017412302308,0
0.055756837,0.22564939,0.0581986803835862,2200.3688931671986,0
0.18959826,0.3302879,0.0307353061007522,2927.989977321795,0
0.21034999,0.3493944,0.0110241065993054,3420.3620778653058,0
0.19086911,0.35240334,0.0576517113014858,3588.149314447026,0
0.20420928,0.46714666,0.0240643363921418,3508.793497823872,0
0.16904928,0.34642994,0.0028319680647588,3647.914741035446,0
0.28242227,0.41194078,-0.0130070104572537,3194.0815509402264,0
0.26224416,0.41301465,0.0070753868586624,3702.062803250321,0
0.20830256,0.41398928,-0.0076823533257107,3046.5237482673297,0
0.26595938,0.45603952,-0.0277066369133811,1443.8328604648948,1
0.17008242,0.51625395,0.0109870373277845,2375.371970892923,1
0.13327341,0.42156887,0.0166216206972162,1988.333597965314,1
0.13896145,0.51048833,-0.0049486279000785,2241.159282890759,1
0.110896595,0.4850753,0.0108873569323085,2986.8439276969357,1
0.095366985,0.46976364,0.0148376605103128,2760.046329528715,1
0.048833318,0.414817,-0.0015872955234015,2743.0733398472703,1
0.10841584,0.5255933,0.0235761859497768,3046.637596378214,1
0.2085754,0.4573868,0.0127547646109839,2340.9255024734985,1
0.091984704,0.44442058,0.017925106677633,2644.877602637342,1
0.22039165,0.4463737,-0.0092701295708914,2566.9185833118963,1
0.1257114,0.5404295,0.0095293466124722,2315.27615408729,1
0.20701888,0.5103692,-0.0063882556674134,3113.77313485836,1
0.12173561,0.42260757,0.0167554270758245,2464.5835107062226,1
0.10041095,0.46558455,0.0179878543221399,2384.634958342486,1
0.0408314,0.48359475,-0.0294652088626287,2725.3111026962947,1
0.2671389,0.5166268,-0.0077986972827027,3338.5301945366296,1
0.10457902,0.50919664,0.0044809224387899,2710.685063541092,1
0.23059022,0.51100653,-0.0024625011132744,2699.8589073701396,1
0.09723436,0.47688589,-0.0215114793234113,2922.91881169065,1
0.24894612,0.50232613,0.0131222430237254,2986.8104434412003,1
0.18602574,0.4918601,0.0170685631469546,1983.7751572892869,1
0.09044641,0.43828744,-0.019077149897594,2683.232916635994,1
0.27069268,0.50150317,-0.0329193805347421,2836.990868740129,1
0.23133783,0.47872916,0.0281007700211152,2410.8778427695156,1
0.24464075,0.44850183,-0.0232699732442625,2068.483410168344,1
0.08825739,0.434491,0.0177527268532772,2629.8501442867814,1
0.09754965,0.457042,0.0177296458979795,2269.161870673109,1
0.11807427,0.54192996,-0.0018147509144705,3048.922049964459,1
0.11605348,0.4877041,0.0190046277714921,3274.5023368834463,1
0.22616892,0.5167162,0.011091547184115,3400.8644228984567,1
0.18817005,0.51835114,0.0028261315526231,2493.507012837058,1
0.095366985,0.46976364,0.0148376605103128,2760.046329528715,1
0.09046083,0.40696466,0.0274513523330911,2707.018738133517,1
0.07754347,0.5526555,0.0199516411168828,2877.5418765981062,1
0.08802084,0.4303723,0.0150624939055785,2390.325070408216,1
0.1152983,0.48007512,-0.0079022100917672,2807.8057560020857,1
0.11726673,0.49600765,-0.0065814624181053,2657.9674957848256,1
0.13156159,0.51327485,-0.0070416224619866,2378.492400270937,1
0.16623126,0.341978,0.0130720762831658,2090.193244283478,1
0.23018019,0.4624382,0.014409767732486,1525.8197249230873,1
0.10457902,0.50919664,0.0044809224387899,2710.685063541092,1
0.23246978,0.49924913,0.0036390377331051,3108.5217638962927,1
0.063436955,0.6347416,0.0063238637786512,3403.0762706924875,1
0.1518885,0.4411458,-0.0055523773682927,2647.101020684193,1
0.09689618,0.4959846,0.0139185882921679,2792.6082418841806,1
0.16501737,0.47494635,-0.0130674909144341,2398.182090054064,1
0.0862796,0.63626,0.0052821302409054,3047.6177641277013,1
0.09362838,0.43670553,0.0055952044135235,2464.2908930549056,1
0.23981513,0.5338698,-0.0026070531459355,2716.919668486916,1
0.15011945,0.4876579,0.0092099311071003,2752.29322058845,1
0.11196359,0.39589715,-0.0202239302860737,2292.5497865813372,1
0.08802084,0.4303723,0.0150624939055785,2390.325070408216,1
0.18539381,0.5292955,-0.0195485017237333,2446.2488617390654,1
0.21236151,0.48238945,-0.0104993977454046,2795.3269855888425,1
