mfcc2,mfcc13,tonnetz_allDims,tonnetz_dim2,mfcc15,genre
69.77589416503906,2.132197618484497,0.0295553565547084,0.0785190853082644,-0.0771043971180915,0
65.27396392822266,4.048970699310303,0.0271649452329079,0.0461626581001117,1.780817985534668,0
54.2957878112793,-1.9368966817855835,-0.016265835996128,-0.0460848879768285,-2.6666440963745117,0
69.75469970703125,2.099679946899414,0.0288671995230909,0.0809457569581074,0.006671383511275,0
51.83452224731445,-1.0840604305267334,-0.0244701840275199,-0.0681140407459724,-2.4759771823883057,0
94.6490707397461,-4.157143592834473,0.0783651508008102,0.2549222150777192,0.3070966899394989,0
33.950103759765625,0.3670872449874878,-0.0007522699761075,-0.024766650956425,6.926553249359131,0
117.34161376953124,-3.111211061477661,0.0265873647943904,0.0982221061590109,-6.114832401275635,0
41.59798431396485,2.8980767726898193,-0.0125751552494191,-0.0643421893318765,0.216450035572052,0
55.0615348815918,-7.91971492767334,0.0583458047976295,0.0806223389293908,-8.193973541259766,0
80.23307037353516,-0.5715530514717102,0.0135756317770379,0.1124503628368406,-3.399247884750366,0
68.05084228515625,2.7262327671051025,-0.0246684254165094,-0.0929789550387948,2.458101987838745,0
59.749629974365234,1.8864989280700684,0.0137440950087513,0.015566264383314,-2.299130916595459,0
40.40638732910156,2.4273858070373535,-0.0003428761325594,0.0290404921308878,-1.2731378078460691,0
97.49156951904295,-0.0311497375369071,0.0473606233987279,0.0722771535041143,-0.1476839333772659,0
76.1800537109375,4.514956474304199,0.0187716031394099,0.0570180104468788,1.3217161893844604,0
37.49236679077149,0.316759705543518,0.0185502873315161,-0.0051944851475674,-0.5116237998008728,0
82.16851043701172,-2.937236785888672,-0.0326596727386137,0.0756956477109994,-0.0659956634044647,0
62.57326889038086,-17.456960678100586,0.012704851659614,-0.0162561626149036,-8.25865650177002,0
62.97367858886719,4.121748924255371,0.0014660953132982,0.0556760190633857,5.0641093254089355,0
85.57525634765625,3.1077358722686768,0.0353374989578914,0.2680289597260878,3.673727989196778,0
68.89867401123047,-1.0137555599212646,-0.0149324634164196,-0.1050149028115626,0.5102531313896179,0
78.6106948852539,2.39085054397583,0.0365513052867803,0.0597637797629067,0.6239576935768127,0
47.84697723388672,1.0875109434127808,-0.0370909092708526,-0.0544993441292215,4.584571361541748,0
83.3507080078125,-1.8445053100585935,0.004931274058988,-0.0319026336601644,-1.271454691886902,0
64.4705810546875,3.3328585624694824,0.0226198343014842,0.0341032056383671,1.4260108470916748,0
79.03118896484375,3.415135383605957,0.0039805073718258,0.0641809581348185,0.8538386225700378,0
73.07810974121094,-5.7730889320373535,0.0254314729664985,0.0615359088638299,-7.602810859680176,0
35.581356048583984,0.0665727406740188,-0.000488936374039,-0.0229431617291975,7.641765594482422,0
126.5924835205078,-7.943002700805664,0.0612983323030797,0.2042642739259269,-2.330731153488159,0
100.2563705444336,-3.0327489376068115,0.0251164221939255,0.1380635417441452,-6.661564826965332,0
51.35346603393555,-1.954297423362732,0.0225792038766923,0.0375088357855309,0.2399971783161163,0
88.86885833740234,-1.81063449382782,-0.0094357333901021,-0.0326927206407035,-1.3463808298110962,0
81.28120422363281,-0.6815590858459473,-0.0016223648020912,0.0237924495438099,-1.082895278930664,0
78.314208984375,1.2934911251068115,-0.0472704668400894,-0.1949038048583849,-1.9417518377304075,0
107.35061645507812,6.188162326812744,-0.0131558537831767,-0.0066119999361993,7.562999248504639,0
35.97154235839844,3.540330648422241,0.0016378313593753,-0.0103229392154684,0.1920046061277389,0
68.91350555419922,-7.2107625007629395,0.002308213779515,-0.0073872335033197,0.5577972531318665,0
73.76139831542969,1.6231787204742432,0.0319706320682483,0.0693154699794733,0.9344069957733154,0
42.056644439697266,-2.4383575916290283,-0.0204966008653634,-0.070670705310559,-3.760941505432129,0
74.72908020019531,-2.3549675941467285,0.0113296104352493,0.0718953636847404,-2.5958151817321777,0
103.1528549194336,-3.217275619506836,-0.0126386398299871,-0.0791772239034371,-3.810875415802002,0
